summary_nr,rel_insp_nr,age,sex,nature_of_inj,part_of_body,src_of_injury,event_type,evn_factor,hum_factor,occ_code,degree_of_inj,task_assigned,hazsub,const_op,const_op_cause,fat_cause,fall_distance,fall_ht,injury_line_nr,load_dt
220314959,334426533,0,,2,28,19,8,7,17,889,1,1,C730,,,,,,1,2017-02-24 01:00:54.721979
220314959,334390127,0,,2,28,19,8,7,17,889,1,1,C730,,,,,,1,2017-02-24 01:00:54.721979
220315550,334326113,0,,21,23,29,6,18,14,15,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220315758,334323771,0,,21,23,29,1,18,14,15,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220316152,334231230,0,,3,19,42,5,18,14,,1,1,,12,,30,,,1,2017-02-24 01:00:54.721979
220319750,335447587,0,,1,10,26,2,2,17,889,2,2,,,,,,,1,2017-02-24 01:00:54.721979
220324552,334631587,0,,5,22,28,1,18,6,889,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220327753,334913787,0,,4,28,9,8,7,14,519,3,2,0170,,,,,,1,2017-02-24 01:00:54.721979
220327753,334913787,0,,4,19,9,8,9,14,519,2,2,0170,,,,,,2,2017-02-24 01:00:54.721979
220327753,334913787,0,,4,11,9,10,9,14,519,3,2,,,,,,,3,2017-02-24 01:00:54.721979
220328769,336615588,0,,1,10,26,2,1,18,519,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220329155,334605532,0,,21,4,29,12,8,14,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220332357,335891206,0,,10,12,15,13,18,14,95,3,1,,,,,,,1,2017-02-24 01:00:54.721979
220332761,334789427,0,,12,2,26,1,2,9,779,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220333165,334557774,0,,7,13,42,1,8,11,727,2,2,,,,,,,1,2017-02-24 01:00:54.721979
220335368,335212197,0,,20,21,36,1,15,11,,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220335368,335212197,0,,21,18,36,1,15,18,,2,1,,,,,,,2,2017-02-24 01:00:54.721979
220335368,335212197,0,,7,8,36,1,15,14,,1,1,,,,,,,3,2017-02-24 01:00:54.721979
220337562,335313581,0,,12,15,43,1,18,18,,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220337562,335311791,0,,12,15,43,1,18,18,,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220337562,335310389,0,,12,15,43,1,18,18,,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220338164,335308581,0,,7,21,43,1,15,9,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220341564,334636982,0,,21,8,9,8,7,1,686,3,1,0170,,,,,,1,2017-02-24 01:00:54.721979
220341564,334636982,0,,21,8,9,8,7,1,,3,1,0170,,,,,,2,2017-02-24 01:00:54.721979
220341564,334701984,0,,21,8,9,8,7,1,686,3,1,,,,,,,1,2017-02-24 01:00:54.721979
220341564,334636982,0,,21,8,9,8,7,1,686,3,1,,,,,,,1,2017-02-24 01:00:54.721979
220341564,334464138,0,,21,8,9,8,7,1,,3,1,0170,,,,,,1,2017-02-24 01:00:54.721979
220341564,334464138,0,,21,8,9,8,7,1,686,3,1,0170,,,,,,2,2017-02-24 01:00:54.721979
220341564,334464138,0,,21,8,9,8,7,1,686,3,1,,,,,,,3,2017-02-24 01:00:54.721979
220341564,334701984,0,,21,8,9,8,7,1,686,3,1,0170,,,,,,1,2017-02-24 01:00:54.721979
220341564,334701984,0,,21,8,9,8,7,1,,3,1,0170,,,,,,2,2017-02-24 01:00:54.721979
220347561,334884988,0,,1,10,43,14,3,14,779,3,1,,,,,,,1,2017-02-24 01:00:54.721979
220359566,334911989,0,,5,9,19,14,7,14,,3,2,,,,,,,1,2017-02-24 01:00:54.721979
220359566,334911989,0,,5,9,43,14,7,14,,3,2,,,,,,,2,2017-02-24 01:00:54.721979
220361968,334751187,0,,7,7,43,5,18,1,224,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220365167,335071585,0,,10,4,15,13,18,18,55,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220365167,335583985,0,,10,4,15,13,18,18,55,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220372767,336363387,0,,3,17,26,2,1,17,779,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220379960,338171218,0,,7,13,42,5,13,6,577,1,2,,29,17,17,,,1,2017-02-24 01:00:54.721979
220384366,337253611,0,,12,3,42,5,13,20,595,2,1,,43,,15,,,1,2017-02-24 01:00:54.721979
220385561,336685383,0,,9,10,26,2,18,17,779,3,1,,,,,,,1,2017-02-24 01:00:54.721979
220387369,335269981,0,,1,10,30,2,1,1,,3,2,,,,,,,1,2017-02-24 01:00:54.721979
220400766,333980829,0,,9,21,25,5,18,1,889,2,1,,11,11,,,,1,2017-02-24 01:00:54.721979
220417190,334694395,0,,21,31,23,14,17,14,,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220417190,335238184,0,,21,31,23,14,17,14,,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220422190,331915686,0,,12,4,28,1,8,4,0,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220465264,339124406,0,,9,16,47,1,16,14,224,2,2,,,,,,,1,2017-02-24 01:00:54.721979
220465264,339124406,0,,3,16,47,14,15,14,224,2,2,,,,,,,2,2017-02-24 01:00:54.721979
220465264,339124406,0,,9,16,9,1,15,14,224,2,2,,,,,,,3,2017-02-24 01:00:54.721979
220465264,339124406,0,,7,21,43,1,15,18,224,1,2,,,,,,,4,2017-02-24 01:00:54.721979
220465264,339124406,0,,9,21,43,1,18,18,224,2,2,,,,,,,5,2017-02-24 01:00:54.721979
220473086,334131422,0,,21,13,43,5,18,14,844,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220473086,334131422,0,,3,3,43,5,18,14,844,3,1,,,,,,,2,2017-02-24 01:00:54.721979
220473086,334131422,0,,3,2,43,5,18,14,844,3,1,,,,,,,3,2017-02-24 01:00:54.721979
220473086,334131422,0,,3,3,43,5,18,14,844,3,1,,,,,,,4,2017-02-24 01:00:54.721979
220524060,339408098,0,,12,3,43,1,5,1,,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220594899,335478186,0,,12,4,30,2,18,1,614,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220594907,334981792,0,,21,19,7,2,8,14,,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220697494,340159912,0,,2,25,19,8,7,6,224,1,1,0320,,,,,,1,2017-02-24 01:00:54.721979
220697494,340159912,0,,2,25,19,8,7,6,224,1,1,0560,,,,,,2,2017-02-24 01:00:54.721979
220697494,340159912,0,,2,25,19,8,7,6,224,1,1,1080,,,,,,3,2017-02-24 01:00:54.721979
220697494,340159912,0,,2,25,19,8,7,6,224,1,1,0010,,,,,,4,2017-02-24 01:00:54.721979
220697494,340159912,0,,2,25,19,8,7,6,224,1,1,2040,,,,,,5,2017-02-24 01:00:54.721979
220697494,340159912,0,,2,25,19,8,7,6,224,1,1,2590,,,,,,6,2017-02-24 01:00:54.721979
220697536,340160829,0,,21,19,29,1,17,14,804,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220697700,340161942,0,,12,13,2,1,5,14,759,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220698039,340162882,0,,2,28,43,2,18,1,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220698054,340165836,0,,21,13,22,5,13,14,595,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220698138,340163344,0,,21,4,43,1,18,1,19,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220698179,340167063,0,,21,31,24,5,6,1,889,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220698211,340167477,0,,9,19,39,1,17,1,417,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220698229,340164805,0,,12,16,5,5,18,14,567,2,1,,14,,18,,,1,2017-02-24 01:00:54.721979
220698252,340168004,0,,6,13,43,1,6,1,577,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220698278,340167584,0,,21,5,30,1,18,14,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220698278,340182013,0,,21,5,30,1,18,14,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220698310,340168442,0,,10,4,15,13,13,1,57,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220698344,340168913,0,,3,16,27,2,8,10,856,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220698484,340170331,0,,7,19,43,1,6,14,779,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220698658,340172071,0,,2,20,26,2,18,10,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220698682,340171339,0,,7,5,29,2,2,1,599,1,2,,40,,7,,,1,2017-02-24 01:00:54.721979
220698708,340166438,0,,3,13,43,2,6,6,519,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220698724,340172451,0,,21,12,5,1,8,1,215,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220698732,340172717,0,,18,28,42,5,13,9,558,2,1,,70,12,18,,,1,2017-02-24 01:00:54.721979
220698773,340174135,0,,7,13,2,1,5,18,224,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220698799,340174382,0,,2,1,27,1,6,11,869,1,1,,20,20,26,,,1,2017-02-24 01:00:54.721979
220698872,340171966,0,,6,13,8,4,18,14,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220698989,340176429,0,,21,13,5,5,18,14,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220699011,340176320,0,,12,13,5,5,18,6,0,1,1,,20,,16,,,1,2017-02-24 01:00:54.721979
220699011,340345727,0,,12,13,5,5,18,6,0,1,1,,20,,16,,,1,2017-02-24 01:00:54.721979
220699250,340177971,0,,7,13,30,5,18,20,575,2,1,,29,24,17,,,1,2017-02-24 01:00:54.721979
220699474,340177310,0,,21,31,39,2,18,1,999,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220699490,340180470,0,,18,16,42,5,17,10,567,2,1,,43,30,15,,,1,2017-02-24 01:00:54.721979
220699664,340181825,0,,7,19,29,1,18,1,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220699722,340168525,0,,21,5,30,2,8,1,0,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220699748,340183128,0,,6,13,29,2,8,8,505,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220699755,340183151,0,,21,5,30,1,18,9,869,1,2,,32,,,,,1,2017-02-24 01:00:54.721979
220699755,340183102,0,,21,5,30,1,18,9,869,1,2,,32,,,,,1,2017-02-24 01:00:54.721979
220699755,340184704,0,,21,5,30,1,18,9,869,1,2,,32,,,,,1,2017-02-24 01:00:54.721979
220699789,340183748,0,,12,3,8,5,18,20,567,2,1,,14,,18,,,1,2017-02-24 01:00:54.721979
220699805,340184142,0,,21,19,42,5,13,14,869,1,1,,18,30,30,,,1,2017-02-24 01:00:54.721979
220699813,340184662,0,,12,10,27,2,6,4,889,3,1,,,,,,,1,2017-02-24 01:00:54.721979
220699896,340186345,0,,18,28,42,5,18,14,0,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220699912,340186717,0,,12,4,43,2,6,11,889,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220699938,340184209,0,,12,11,26,1,18,4,577,2,2,,,1,4,,,1,2017-02-24 01:00:54.721979
220700009,340187756,0,,12,16,30,1,18,14,869,2,2,,1,,,,,1,2017-02-24 01:00:54.721979
220700058,340188903,0,,7,31,30,6,8,18,0,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220700074,340189075,0,,2,4,27,1,8,11,873,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220700082,340186766,0,,21,5,33,14,13,1,276,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220700124,340189877,0,,1,10,43,14,18,11,554,3,1,,30,30,,,,1,2017-02-24 01:00:54.721979
220700165,340189273,0,,21,27,43,5,13,17,567,2,2,,14,14,16,,,1,2017-02-24 01:00:54.721979
220700306,340193002,0,,21,4,26,2,13,18,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220700314,340192970,0,,1,13,27,1,5,1,519,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220700330,340193341,0,,2,4,43,14,18,1,804,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220700363,340193093,0,,21,13,42,5,18,1,0,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220700371,340193382,0,,6,16,24,1,6,1,567,1,1,,18,14,26,,,1,2017-02-24 01:00:54.721979
220700371,340199595,0,,6,16,24,1,6,1,567,1,1,,18,14,26,,,1,2017-02-24 01:00:54.721979
220700371,340201664,0,,6,16,24,1,6,1,567,1,1,,18,14,26,,,1,2017-02-24 01:00:54.721979
220700397,340177765,0,,7,23,26,2,18,17,779,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220700439,340194265,0,,21,28,14,8,7,19,657,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220700520,340195460,0,,5,12,23,4,11,1,,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220700553,340196013,0,,7,13,28,1,13,11,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220700561,340196211,0,,12,13,42,5,13,20,869,1,2,,24,,30,,,1,2017-02-24 01:00:54.721979
220700587,340196468,0,,12,18,29,1,18,5,869,1,1,,51,11,7,,,1,2017-02-24 01:00:54.721979
220700678,340198076,0,,21,31,43,14,18,14,55,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220700694,340198126,0,,21,19,27,5,8,14,519,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220700850,340192558,0,,7,5,28,1,5,14,785,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220700884,340200575,0,,5,2,9,4,9,14,,2,2,,53,,30,,,1,2017-02-24 01:00:54.721979
220700892,340200765,0,,21,13,43,2,8,4,889,1,1,,5,,,,,1,2017-02-24 01:00:54.721979
220700918,340201516,0,,21,13,43,5,18,20,567,1,1,,14,,18,,,1,2017-02-24 01:00:54.721979
220700918,340202308,0,,21,13,43,5,18,20,567,1,1,,14,,18,,,1,2017-02-24 01:00:54.721979
220700959,340198050,0,,6,21,43,5,18,1,0,1,2,,70,70,30,,,1,2017-02-24 01:00:54.721979
220700991,340186899,0,,5,12,43,14,8,1,889,2,1,,53,,30,,,1,2017-02-24 01:00:54.721979
220701007,340202803,0,,21,19,29,1,18,14,0,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220701015,340202969,0,,21,4,41,14,13,14,498,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220701080,340203975,0,,2,1,30,2,1,14,889,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220701114,340203934,0,,21,13,43,1,18,1,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220701288,340205285,0,,5,16,16,14,7,20,,1,2,M110,,,,,,1,2017-02-24 01:00:54.721979
220701296,340192947,0,,6,13,24,6,8,6,873,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220701304,340205616,0,,21,14,28,6,8,11,889,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220701346,340206291,0,,12,19,8,2,5,14,869,2,2,,42,,,,,1,2017-02-24 01:00:54.721979
220701346,340206291,0,,12,19,8,5,5,14,869,2,2,,42,,,,,2,2017-02-24 01:00:54.721979
220701346,340206291,0,,12,19,8,5,5,14,869,2,2,,42,,,,,3,2017-02-24 01:00:54.721979
220701353,340206184,0,,21,31,43,12,18,14,0,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220701361,340206317,0,,12,31,43,5,18,14,595,2,1,,43,,18,,,1,2017-02-24 01:00:54.721979
220701403,340206895,0,,2,1,43,1,13,1,514,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220701452,340189778,0,,12,16,26,4,13,1,519,2,1,,48,13,,,,1,2017-02-24 01:00:54.721979
220701452,340190933,0,,12,16,26,4,13,1,519,2,1,,48,13,,,,1,2017-02-24 01:00:54.721979
220701510,340209204,0,,21,11,42,4,13,14,804,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220701601,340206119,0,,2,5,26,2,2,9,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220701643,340212380,0,,21,13,2,1,5,6,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220701718,340209865,0,,12,3,25,5,18,17,999,2,2,,,,,,,1,2017-02-24 01:00:54.721979
220701767,340213545,0,,21,5,43,14,18,14,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220701775,340207661,0,,2,29,35,8,10,19,614,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220701775,340208123,0,,2,29,35,8,10,19,614,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220701783,340213917,0,,10,5,15,13,13,14,534,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220701809,340213958,0,,21,17,27,1,1,1,567,2,2,,18,18,,,,1,2017-02-24 01:00:54.721979
220701940,340216167,0,,12,13,42,5,13,20,567,2,1,,30,,16,,,1,2017-02-24 01:00:54.721979
220701981,340218015,0,,21,16,5,4,13,14,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220701999,340217827,0,,9,16,24,1,8,14,614,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220701999,340220003,0,,9,16,24,1,8,14,614,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220702021,340218882,0,,6,4,42,5,13,9,,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220702054,340219187,0,,21,13,27,1,6,11,318,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220702062,340219336,0,,12,16,42,5,18,14,584,2,1,,38,,16,,,1,2017-02-24 01:00:54.721979
220702088,340219690,0,,3,5,43,1,8,1,804,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220702112,340219781,0,,21,14,42,5,8,20,597,2,1,,23,22,21,,,1,2017-02-24 01:00:54.721979
220702112,340219781,0,,6,24,42,5,8,20,597,2,1,,23,22,21,,,2,2017-02-24 01:00:54.721979
220702112,340219781,0,,18,28,42,5,8,20,19,2,1,,23,22,21,,,3,2017-02-24 01:00:54.721979
220702161,340220748,0,,1,10,43,2,8,11,,2,2,,34,18,,,,1,2017-02-24 01:00:54.721979
220702179,340221092,0,,21,13,42,6,6,1,865,1,1,,5,25,21,,,1,2017-02-24 01:00:54.721979
220702187,340221001,0,,21,13,,5,18,9,,1,1,,53,,15,,,1,2017-02-24 01:00:54.721979
220702237,340174937,0,,6,16,12,2,18,14,,3,1,,,,,,,1,2017-02-24 01:00:54.721979
220702245,340221944,0,,21,19,42,2,8,1,599,1,2,,9,70,4,,,1,2017-02-24 01:00:54.721979
220703037,340210640,0,,21,4,29,1,14,1,865,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220703078,340176932,0,,6,13,25,5,18,14,595,2,1,,43,,14,,,1,2017-02-24 01:00:54.721979
220703227,340174523,0,,21,13,43,14,18,14,,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220703623,340173491,0,,21,13,27,2,6,14,259,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220705628,340218569,0,,5,11,44,14,10,14,519,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220705628,340218569,0,,5,8,16,14,7,18,,1,1,,,,,,,2,2017-02-24 01:00:54.721979
220706022,340210970,0,,21,13,30,1,6,1,643,1,2,,70,70,,,,1,2017-02-24 01:00:54.721979
220706220,340256478,0,,2,5,29,2,1,1,0,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220706428,340256874,0,,21,5,43,14,18,14,0,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220706626,340374438,0,,6,13,43,5,18,9,595,1,1,,43,,15,,,1,2017-02-24 01:00:54.721979
220706626,340251891,0,,6,13,43,5,18,9,595,1,1,,43,,15,,,1,2017-02-24 01:00:54.721979
220706626,340374537,0,,6,13,43,5,18,9,595,1,1,,43,,15,,,1,2017-02-24 01:00:54.721979
220706824,340222306,0,,21,13,5,5,18,1,595,2,1,,67,,15,,,1,2017-02-24 01:00:54.721979
220707046,340259670,0,,9,13,2,1,15,14,783,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220707061,340261783,0,,21,4,5,5,18,14,889,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220707632,340250893,0,,1,10,30,2,1,1,633,3,2,,,,,,,1,2017-02-24 01:00:54.721979
220707822,340263151,0,,7,13,42,5,13,14,224,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220708424,340263607,0,,21,5,29,1,18,1,804,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220708838,340278969,0,,3,20,12,5,13,1,503,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220710222,340188853,0,,21,5,33,14,18,14,23,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220710420,340280502,0,,10,12,15,13,13,14,235,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220711220,340298496,0,,12,2,41,1,15,10,864,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220712624,340299585,0,,1,12,26,2,1,13,453,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220713036,340299627,0,,21,13,29,14,18,14,418,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220713226,340237171,0,,6,4,26,1,6,14,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220714026,340313881,0,,5,19,43,14,10,11,615,1,1,B127,,,,,,1,2017-02-24 01:00:54.721979
220714026,340313881,0,,5,19,43,14,10,11,615,1,1,M100,,,,,,2,2017-02-24 01:00:54.721979
220714026,340313881,0,,5,19,43,14,18,11,615,1,1,,,,,,,3,2017-02-24 01:00:54.721979
220714224,340220920,0,,12,5,30,6,13,1,426,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220715221,340182807,0,,6,16,8,5,18,14,599,1,1,,13,13,16,,,1,2017-02-24 01:00:54.721979
220715221,340182757,0,,6,16,8,5,18,14,599,1,1,,13,13,16,,,1,2017-02-24 01:00:54.721979
220716021,340326974,0,,7,19,43,1,15,14,889,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220717425,340342518,0,,10,12,15,14,18,14,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220717425,340358886,0,,10,12,15,14,18,14,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220717821,340343292,0,,21,13,30,1,17,9,687,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220718043,340344522,0,,1,12,26,2,8,4,686,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220718084,340344654,0,,12,17,26,2,1,14,243,2,2,,,,,,,1,2017-02-24 01:00:54.721979
220718258,340345024,0,,1,10,26,2,3,1,873,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220718449,340327568,0,,20,16,43,1,5,14,999,2,2,,,,,,,1,2017-02-24 01:00:54.721979
220718639,340344498,0,,1,10,5,2,1,1,699,3,1,,,,,,,1,2017-02-24 01:00:54.721979
220720023,340349877,0,,21,31,43,14,18,14,577,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220720429,340359488,0,,21,13,43,4,18,14,,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220721039,340340918,0,,21,5,43,12,18,14,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220721427,340368489,0,,12,10,28,2,8,1,779,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220722227,340373679,0,,21,5,43,14,18,14,,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220722235,340373711,0,,21,31,43,14,18,14,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220722821,340374669,0,,21,10,24,2,1,1,889,3,1,,,,,,,1,2017-02-24 01:00:54.721979
220723027,340321793,0,,7,13,42,5,18,17,,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220724041,340375872,0,,7,19,29,1,1,14,804,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220732424,340300177,0,,21,13,29,14,13,1,,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220736714,340183649,0,,21,20,43,5,18,9,0,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220737662,340405935,0,,21,31,35,14,18,14,806,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220738462,340405711,0,,21,13,24,5,18,20,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220738645,340237106,0,,21,19,43,5,18,9,463,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220738710,340409747,0,,21,13,30,1,8,1,804,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220738793,340410513,0,,21,13,24,1,6,14,0,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220738819,340410968,0,,2,4,12,12,18,13,869,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220738926,340249275,0,,21,13,22,1,5,6,0,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220738934,340412063,0,,6,5,30,1,18,14,77,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220739031,340122621,0,,21,13,5,4,18,14,0,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220739304,340413244,0,,21,5,26,2,1,13,779,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220739460,340414978,0,,12,3,43,5,18,1,783,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220739643,340415900,0,,12,13,42,4,17,1,804,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220739734,340416221,0,,21,28,27,2,8,14,516,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220741094,340419597,0,,5,4,16,14,18,1,799,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220741631,340421296,0,,21,5,30,1,13,1,,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220741649,340421460,0,,21,4,29,1,18,14,805,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220741755,340422625,0,,6,13,43,6,18,14,443,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220741961,340206655,0,,2,4,30,14,18,14,479,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220742019,340424712,0,,5,4,9,5,10,14,783,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220742092,340425750,0,,21,4,43,12,18,14,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220742514,340429521,0,,6,13,42,5,11,1,274,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220742837,340260272,0,,1,10,43,2,8,18,694,3,1,,,,,,,1,2017-02-24 01:00:54.721979
220745459,340440213,0,,21,31,43,5,18,1,453,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220745483,340440015,0,,3,3,27,2,1,18,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220745491,340220789,0,,6,13,25,5,13,20,869,1,2,,70,29,18,,,1,2017-02-24 01:00:54.721979
220746077,340432830,0,,6,13,24,1,6,17,575,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220746226,340447465,0,,2,4,28,1,18,1,878,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220746424,340448588,0,,2,20,26,2,2,13,0,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220746820,340450394,0,,2,4,43,14,18,14,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220746820,340589621,0,,2,4,43,14,18,14,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220746853,340450584,0,,2,31,43,8,18,6,,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220746895,340213073,0,,12,20,43,5,8,4,856,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220747240,340453752,0,,7,12,43,1,5,6,505,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220747299,340449297,0,,12,20,36,2,13,1,599,1,1,,50,,2,,,1,2017-02-24 01:00:54.721979
220747299,340449453,0,,12,20,36,2,13,1,599,1,1,,50,,2,,,1,2017-02-24 01:00:54.721979
220747307,340454222,0,,21,31,43,14,18,14,755,1,1,,,,,,,1,2017-02-24 01:00:54.721979
