summary_nr,report_id,event_date,event_time,event_desc,event_keyword,const_end_use,build_stories,nonbuild_ht,project_cost,project_type,sic_list,fatality,state_flag,abstract_text,load_dt
220841340,0627100,2016-04-01 09:04:00,,EMPLOYEE IS KILLED WHEN LAWN MOWER ROLLED OVER.,"SLIPPERY SURFACE,SLOPING,LAWN MOWER,RIDING ON EQUIPMENT,ROLL-OVER,CONSTRUCTION,SLOPE",,,,,E,,X,,,2017-02-24 01:00:54.645861
220843254,0419700,2016-04-07 02:04:00,,EMPLOYEE DIES WHILE TESTING UNDERWATER DIVING EQUIPMENT..,"PULMONARY EMBOLISM,LUNG,DROWNING,SCBA,WATER,CARDIOVASC SYSTEM,DIVING,SCUBA,ASPHYXIATED",,,,,,,X,,,2017-02-24 01:00:54.645861
220841837,0418300,2016-04-04 07:04:00,,OPERATOR OF A POWERED INDUSTRIAL TRUCK DIES AFTER BEING RUN ,"ABRASION,TEXTILE,WALL,FRACTURE,INDUSTRIAL TRUCK,LOST CONTROL,RUN OVER,NECK,POWERED INDUSTRIAL VEHICLE,IND TRK OPERATOR,EJECTED,TEXTILE PRODUCTION,STRUCK AGAINST",,,,,,,X,,,2017-02-24 01:00:54.645861
220842157,0950621,2016-04-04 01:04:00,,EMPLOYEE HOEING WEEDS IN FIELD COLLAPSES; HEART ATTACK SUSPE,"CARDIOVASC SYSTEM,HEART,HEART ATTACK,AGRICULTURE",,,,,,,X,,,2017-02-24 01:00:54.645861
220842348,0625700,2016-04-05 03:04:00,,WORKER IS KILLED WHEN RIDING LAWN MOWER ROLLS OVER.,"CRUSHING,DROWNING,LAWN MOWER,ROLL-OVER,DROWN,CRUSHED,SLOPE,SLOPING,WATER",,,,,,,X,,,2017-02-24 01:00:54.645861
220843379,0418800,2016-04-06 02:04:00,,WORKER CRUSHED BY CAR AT COUNTY FAIR RIDE.,"AMUSEMENT PARK/CARNIVAL,CRUSHING,ASPHYXIATED,LOCKOUT/TAGOUT,MAINTENANCE,FALLING OBJECT,SUSPENDED LOAD",,,,,,,X,,,2017-02-24 01:00:54.645861
220844658,0453730,2016-04-10 12:04:00,,EMPLOYEE IS CRUSHED BETWEEN FLYWHEEL AND POWERED INDUSTRIAL ,"PRESS,WORK RULES,FALLING OBJECT,LOCKOUT/TAGOUT,INDUSTRIAL TRUCK,RIDING ON EQUIPMENT,MAINTENANCE,IND TRK OPERATOR,ELEVATED WORK PLAT,CRUSHED,UNSTABLE LOAD,UNSECURED",,,,,,,X,,,2017-02-24 01:00:54.645861
220845499,0418400,2016-04-13 04:04:00,,EMPLOYEE WAS STRUCK AND KILLED BY A CAT 950K WHEEL-LOADER,"CRUSHING,MATERIAL HANDLING,POWERED INDUSTRIAL VEHICLE,RUN OVER,MOTOR VEHICLE,STRUCK BY",,,,,,,X,,,2017-02-24 01:00:54.645861
220846729,1054116,2016-04-11 10:04:00,,EMPLOYEE DIES IN MOTOR VEHICLE ACCIDENT (MVA).,"SECURITY GUARD,EJECTED,HIGHWAY,MOTOR VEHICLE,TRAFFIC ACCIDENT",,,,,,,X,,,2017-02-24 01:00:54.645861
220847057,0453710,2016-04-16 12:04:00,,EMPLOYEE WORKING ON A FARM DIES FROM CARDIO-VASCULAR AND RES,"CARDIOVASC DISEASE,CARDIOVASC SYSTEM",,,,,,,X,,,2017-02-24 01:00:54.645861
220204150,0524530,2012-06-26 03:06:00,,AN EMPLOYEE IS KILLED AND TWO OTHERS INJURED IN TWO BOAT COL,"STRUCK BY,FRACTURE,HEAD,COLLISION,BOAT",,,,,,,X,,,2017-02-24 01:00:54.645861
220210967,0522000,2012-04-26 02:04:00,,EMPLOYEE RECEIVES ELECTRIC SHOCK WHILE REPAIRING PIPING,"PIPE,ELECTRIC SHOCK,UNCONSCIOUSNESS,REPAIR",M,2,20,A,B,,,,,2017-02-24 01:00:54.645861
220722821,0950633,2015-02-02 02:02:00,,AN EMPLOYEE'S FINGER WAS AMPUTATED BECAUSE IT WAS CRUSHED WH,"AMPUTATED,FINGER,CRUSHED",,,,,,,,,,2017-02-24 01:00:54.645861
220698211,0352400,2015-01-06 01:01:00,,EMPLOYEE STRUCK BY EMERGENCY VEHICLE,"STRUCK BY,SNOWPLOW BLADE,VEHICLE,SLOPE",,,,,,,X,,,2017-02-24 01:00:54.645861
220088322,0214700,2012-02-15 09:02:00,,EMPLOYEE STRUCK BY FALLING DOOR,"STRUCK BY,HEAD,LACERATION",A,2,,,A,,,,,2017-02-24 01:00:54.645861
220063150,0830300,2012-01-27 10:01:00,,"EMPLOYEE IS KILLED, ANOTHER INJURED IN FURNACE EXPLOSION.","STRUCK BY,OIL WELL DRILLING,BURN,EXPLOSION,HAND,FLYING OBJECT",,,,,,,X,,,2017-02-24 01:00:54.645861
220043723,0830600,2012-01-09 12:01:00,,EMPLOYEE KILLED WHEN THE BRAKES FAILED AND WATER TRUCK OVER ,"MOTOR VEHICLE,ROLL-OVER",,,,,,,X,,,2017-02-24 01:00:54.645861
220702161,0950612,2015-01-28 03:01:00,,HIGHWAY WORKER'S FINGER IS CAUGHT AND CRUSHED DURING CONCRET,"PRY BAR,STEEL CONNECTOR,BARRIER GUARD,CRUSHED,HAND,HIGHWAY,FINGER,CONSTRUCTION,CONCRETE,CAUGHT BETWEEN",I,,,E,E,,,,,2017-02-24 01:00:54.645861
220236152,0830600,2012-07-31 01:07:00,,EMPLOYEE IS STRUCK AND KILLED BY VEHICLE WHILE PERFORMING FL,"STRUCK BY,FLAGGER,FLAGMAN,MOTOR VEHICLE",I,0,0,,A,,X,,,2017-02-24 01:00:54.645861
220233357,0420600,2012-07-26 03:07:00,,EMPLOYEE IS ELECTROCUTED BY A DAMAGED EXTENSION CORD,"TRAILER,CAUGHT BETWEEN,DRILL,ELECTROCUTED,ELECTRICAL",,,,,,,X,,,2017-02-24 01:00:54.645861
220805386,0830500,2015-04-09 10:04:00,,EMPLOYEE AT SKI RESORT DIES FROM FALL WHILE SKIING,"CARDIAC ARREST,FALL",,,,,,,X,,,2017-02-24 01:00:54.645861
220752182,0626300,2015-03-23 01:03:00,,"EMPLOYEE CRUSHED BY A 2,000 LBS. PAPER BALE THAT HAD FALLEN ","STRUCK BY,AGRICULTURE,FALLING OBJECT,HEAD",,,,,,,X,,,2017-02-24 01:00:54.645861
220702088,0418400,2015-01-27 10:01:00,,EMPLOYEE IS KILLED WHEN STRUCK AND PINNED BY DOLLY.,"PINNED,STRUCK BY,ABRASION,FACE,CHEST",,,,,,,X,,,2017-02-24 01:00:54.645861
220033849,0521400,2011-07-19 10:07:00,,EMPLOYEE DIES FROM HEAT STROKE,"HEAT,HEAT STROKE",I,,,,A,,X,,,2017-02-24 01:00:54.645861
220892376,0728900,2016-10-03 04:10:00,,FLAGGER STRUCK AND KILLED DURING HIGHWAY CONSTRUCTION,"STRUCK BY,MOTOR VEHICLE,FLAGGER",I,,,E,B,,,,,2017-02-24 01:00:54.645861
220772081,0522300,2015-06-04 03:06:00,,EMPLOYEE CRUSHED BY A TRUCK THAT FELL DURING TOWING.,"CRUSHING,RIGGING,FALLING OBJECT,STRUCK BY",,,,,,,X,,,2017-02-24 01:00:54.645861
220062921,0215800,2012-01-25 12:01:00,,EMPLOYEE KILLED IN A STRUCTURAL COLLAPSE.,"STRUCTURAL COLLAPSE,DEMOLITION",C,10,,B,B,,X,,,2017-02-24 01:00:54.645861
220019970,1032500,2011-04-18 07:04:00,,ARM AMPUTATION IN CONVEYOR AUGER,"CAUGHT IN,AMPUTATION,CONVEYOR",,,,,,,,,,2017-02-24 01:00:54.645861
220170955,0729700,2012-04-27 12:04:00,,EMPLOYEE CRUSHES TWO FINGERS IN HYDRAULIC PRESS,"AMPUTATED,CRUSHED,FINGER,HYDRAULIC PRESS",,,,,,,,,,2017-02-24 01:00:54.645861
220171763,0626700,2012-05-16 12:05:00,,EMPLOYEE CONTACTS ENERGIZED PART ON ELECTRICAL PANEL AND IS ,"ELECTRICAL,ELECTROCUTED,LOCKOUT/TAGOUT,ELEC CIRC PART--MISC",,,,,,,X,,,2017-02-24 01:00:54.645861
220174957,0420600,2012-05-14 08:05:00,,EMPLOYEE CRUSHED BY PALLET DURING DOCKSIDE OFF LOADING OPERA,"SUSPENDED LOAD,POWERED INDUSTRIAL VEHICLE,MATERIAL HANDLING,LONGSHORING,FALLING OBJECT,CRANE,STRUCK BY,CRUSHING",,,,,,,X,,,2017-02-24 01:00:54.645861
220175558,0627510,2012-05-18 07:05:00,,EMPLOYEE IS KILLED IN FALL ON OIL RIG,"FALL,FALL PROTECTION,HEAD,LIFELINE,OIL WELL DRILLING/SERVICING",,,,,,,X,,,2017-02-24 01:00:54.645861
220176556,0627510,2012-05-20 12:05:00,,EMPLOYEE ELECTROCUTED WHILE REPAIRING IRRIGATION SYSTEM,"ELECTRIC SHOCK,ELECTRICAL CABINET,ELECTROCUTED,ELECTRICAL BOX",,,,,,,X,,,2017-02-24 01:00:54.645861
220177158,0524200,2012-05-22 08:05:00,,EMPLOYEE IS KILLED BY EXPLOSION OF HOD CHAMBER,"EXPLOSION,EXHAUST FUMES,HEAD",,,,,,,X,,,2017-02-24 01:00:54.645861
220168751,0626600,2012-05-15 12:05:00,,"EMPLOYEE RECEIVES ELECTRICAL SHOCK, FALLS FROM LADDER AND LA","STRUCK AGAINST,FALL,ELECTRIC SHOCK,INSTALLING,LIGHTING FIXTURE,LADDER,ELECTRICAL",H,4,,,B,,X,,,2017-02-24 01:00:54.645861
220178354,0830300,2012-05-25 11:05:00,,EMPLOYEE KILLED WHEN STRUCK BY STEEL COLUMN AT CONSTRUCTION ,"STEEL ERECTION,STRUCK BY,ELECTRICAL,HEAD,MATERIAL HANDLING,FALLING OBJECT,TORSO",C,,,E,A,,X,,,2017-02-24 01:00:54.645861
220179956,0522000,2012-05-29 04:05:00,,EMPLOYEE CRUSHES LEG AND FOOT WHILE WHEN MOVING MATERIALS,"CRUSHED,LEG,MATERIAL HANDLING,FOOT",,,,,,,,,,2017-02-24 01:00:54.645861
220180954,0419400,2012-06-01 12:06:00,,THE EMPLOYEE WAS KILLED FROM A RUPTURED STEAM DRIVEN TURBINE,"RUPTURE,LEAK,SULFURIC ACID,STEAM",,,,,,,X,,,2017-02-24 01:00:54.645861
220183750,0215600,2012-05-21 04:05:00,,EMPLOYEE KILLED IN FALL FROM LADDER WHILE REPLACING SECURITY,"SECURITY GUARD,LADDER,FALL",,,,,,,X,,,2017-02-24 01:00:54.645861
220167159,0522300,2012-05-12 04:05:00,,EMPLOYEE IS STRANGLED BY PNEUMATIC CHISEL AIRLINE HOSE AND D,"AIR HOSE,NECK,DRUM,CLEANING,TRUCK,THROAT,STRANGULATED",,,,,,,X,,,2017-02-24 01:00:54.645861
220183552,0524530,2012-06-01 01:06:00,,EMPLOYEE IS CRUSHED BETWEEN BARGES,"STRUCK BY,BARGE,CAUGHT BETWEEN,CRUSHED,LOST BALANCE,SHIP,NIP POINT,MATERIAL HANDLING,CHEST",P,,,G,A,,X,,,2017-02-24 01:00:54.645861
220020283,0830300,2011-06-09 05:06:00,,EMPLOYEE IS ENGULFED IN CORN STORAGE BUILDING,"ASPHYXIATED,GRAIN ELEVATOR",,,,,,,X,,,2017-02-24 01:00:54.645861
220146559,0625400,2012-04-04 07:04:00,,EMPLOYEE IS KILLED IN FALL FROM AN OIL DERRICK RIG,"DIGGER/DERRICK,FALL,FALL PROTECTION,LOST BALANCE,OIL WELL DRILLING/SERVICING",,,,,,,X,,,2017-02-24 01:00:54.645861
220908875,0111400,2016-11-11 10:11:00,,EMPLOYEE IS STRUCK IN THE HEAD BY A HOOK FROM 1.5 TON COME-A,"STRUCK BY,BROKEN CHAIN,MULTIPIECE RIM WHEEL",,,,,,,X,,,2017-02-24 01:00:54.645861
220328769,0522500,2012-06-06 11:06:00,,EMPLOYEE SUSTAINS AN AMPUTATION OF THE RIGHT MIDDLE FINGER W,"AMPUTATED,LOCKOUT/TAGOUT,MAINTENANCE,NIP POINT,MECHANIC,HYDRAULIC CYLINDER,FINGER,CAUGHT BETWEEN",,,,,,,,,,2017-02-24 01:00:54.645861
220701304,0524500,2015-01-23 06:01:00,,EMPLOYEE IS CRUSHED AND KILLED WHEN STRUCK BY FALLING TRAILE,"STRUCK BY,UNSTABLE LOAD,CRUSHED,ROLL-OVER,POWERED INDUSTRIAL VEHICLE,FALLING OBJECT",,,,,,,X,,,2017-02-24 01:00:54.645861
220200158,0728900,2012-06-24 10:06:00,,EMPLOYEE IS KILLED WHEN STRUCK BY PIPE WRENCH WHILE ATTEMPTI,"PIPE WRENCH,STRUCK BY,BORING MACHINE,FRACTURE,HEAD,HAND TOOL,FLYING OBJECT",M,,,B,A,,X,,,2017-02-24 01:00:54.645861
220225957,0523300,2012-07-03 04:07:00,,EMPLOYEE FALLS 25 FEET AND IS KILLED WHEN REPLACING A METAL ,"SKULL,ROOF,FALL,FALL PROTECTION,FRACTURE",C,1,25,A,C,,X,,,2017-02-24 01:00:54.645861
220020267,0830300,2011-06-04 10:06:00,,EMPLOYEE IN AERIAL LIFT IS CRUSHED AGAINST STEEL BEAM,"CAUGHT IN,AERIAL LIFT",J,,,,C,,X,,,2017-02-24 01:00:54.645861
220745483,0522000,2015-03-03 02:03:00,,EMPLOYEE IS STRUCK AND KILLED BY SKID STEER LOADER,"SKIDDER,LOADER,STRUCK BY,CLEANING,BACK",,,,,,,X,,,2017-02-24 01:00:54.645861
220746424,0626000,2015-03-05 11:03:00,,EMPLOYEE IS KILLED WHEN CAUGHT AND PULLED INTO A ROTATING PI,"ROTATING SHAFT,ASPHYXIATED,CAUGHT BY,NECK,LOCKOUT/TAGOUT",,,,,,,X,,,2017-02-24 01:00:54.645861
220185953,0317500,2012-06-05 04:06:00,,EMPLOYEE IS KILLED AND TWO EMPLOYEES ARE INJURED IN FALL FRO,"SPRAIN,WORK SURFACE,FALL PROTECTION,LACERATION,ROOF,HEAD,DISLOCATED",C,2,11,A,B,,X,,,2017-02-24 01:00:54.645861
220043335,0524700,2012-01-10 05:01:00,,"EMPLOYEE KILLED WHEN STRUCK BY A 3,000 LB MOLD FLASK WHILE L","SUSPENDED LOAD,STRUCK BY,CRANE",,,,,,,X,,,2017-02-24 01:00:54.645861
220289755,0213100,2012-05-25 09:05:00,,EMPLOYEE IS ELECTROCUTED WHEN PORTABLE LIGHT TOWER TOUCHES O,"ROAD PAVING,CONSTRUCTION,EMERGENCY RESPONSE,ELECTRIC CONDUCTOR,ELECTRIC SHOCK,FIRE,OVERHEAD POWER LINE,HIGHWAY,ELECTROCUTED,ELECTRIC LIGHT--PORT,E GI IB,ELECTRICAL,TOWER",I,,,,A,,X,,,2017-02-24 01:00:54.645861
220208557,0728900,2012-06-11 11:06:00,,THREE EMPLOYEES ARE INJURED IN CATASTROPHIC FAILURE OF A PAS,"EXPLOSION,PRESSURE VESSEL,LACERATION",,,,,,,,,,2017-02-24 01:00:54.645861
220859532,0213900,2016-04-14 03:04:00,,WORKER IS RUN OVER AND KILLED BY SEED PLANTER ATTACHED TO FA,"STRUCK BY,AGRICULTURE,FARM MACHINERY,RUN OVER",,,,,,,X,,,2017-02-24 01:00:54.645861
220165161,0111500,2012-05-10 08:05:00,,EMPLOYEE IS PINNED AND INJURED BY OVERTURNED VEHICLE AND LAT,"OVERTURN,SEAT BELT,SLOPE,CONTUSION,KIDNEY,ROLL-OVER,FRACTURE,VEHICLE,RIB",,,,,,,X,,,2017-02-24 01:00:54.645861
220189559,0729300,2012-06-06 03:06:00,,EMPLOYEE IN TRACK MOUNTED VEHICLE IS KILLED WHEN STRUCK BY R,"RAILROAD CAR,RAILROAD,STRUCK BY",,,,,,,X,,,2017-02-24 01:00:54.645861
220190557,0420600,2012-06-12 07:06:00,,EMPLOYEE FALLS THROUGH OPENING IN ROOF AND IS KILLED,"UNGUARDED FL OPENING,FALL,ROOF",D,1,60,E,A,,X,,,2017-02-24 01:00:54.645861
220190953,0521700,2012-06-12 10:06:00,,"EMPLOYEE TRIPS AND FALLS ONTO CONCRETE FLOOR, LATER DIES","TRUCK DRIVER,FALL,HEAD,FALL PROTECTION",,,,,,,X,,,2017-02-24 01:00:54.645861
220191159,0625700,2012-06-04 08:06:00,,EMPLOYEE IS KILLED WHEN METAL PLATE FALLS ON HIM,"STRUCK BY,FALLING OBJECT,METAL SHEET,CAUGHT BETWEEN",,,,,,,X,,,2017-02-24 01:00:54.645861
220010763,0830600,2011-04-20 01:04:00,,FATAL INJURY OCCURS WHEN PRESSURIZED TANK EXPLODES,EXPLOSION,,,,,,,X,,,2017-02-24 01:00:54.645861
220026868,0830300,2011-04-28 01:04:00,,EMPLOYEE IS KILLED WHEN STRUCK AND RUN OVER BY VEHICLE,"STRUCK BY,MOTOR VEHICLE,RUN OVER",,,,,,,X,,,2017-02-24 01:00:54.645861
220026876,0522300,2011-05-21 12:05:00,,EMPLOYEE IS ELECTROCUTED WHILE REPAIRING UNDERGROUND POWER L,ELECTRICAL,,,,,,,X,,,2017-02-24 01:00:54.645861
220027353,0111700,2011-07-05 10:07:00,,EMPLOYEE DIES FROM HEART ATTACK,"CARDIOVASC SYSTEM,HEART ATTACK",H,2,20,E,A,,X,,,2017-02-24 01:00:54.645861
220187355,0134000,2012-06-06 12:06:00,,EMPLOYEE IS INJURED WHEN TIRE BLOWS UP,"STRUCK BY,BLOWOUT--TIRE,TIRE,LACERATION",,,,,,,,,,2017-02-24 01:00:54.645861
220699896,0213900,2015-01-06 04:01:00,,EMPLOYEE FRACTURES SKULL IN FALL FROM LADDER WHILE CHANGING ,"RIB,FALL,FRACTURE,HEAD,LADDER",,,,,,,X,,,2017-02-24 01:00:54.645861
220124150,0521400,2012-02-07 10:02:00,,EMPLOYEE INJURED WHEN ENGULFED BY SAND,"SAND,ENTANGLED,CONFINED SPACE",,,,,,,,,,2017-02-24 01:00:54.645861
220177562,0317300,2012-05-24 10:05:00,,EMPLOYEE IS KILLED WHEN TRENCH WALLS COLLAPSED,"STRUCTURAL COLLAPSE,RESIDENTIAL CONSTRUCTION,ASPHYXIATED,TRENCH,CAUGHT IN,CRUSHING",A,,,A,A,,X,,,2017-02-24 01:00:54.645861
220765796,0419400,2015-05-02 12:05:00,,EMPLOYEE BREAKS FINGER AND CUTS HAND WHILE OPERATING FORKLIF,"FINGER,INDUSTRIAL TRUCK,FRACTURE,HAND,LACERATION",,,,,,,,,,2017-02-24 01:00:54.645861
220417190,0213900,2012-06-01 08:06:00,,EMPLOYEE DIES OF HEAT STROKE WHILE COLLECTING TRASH ON THE B,"GARBAGE TRUCK,HEAT STROKE,HIGH TEMPERATURE",,,,,,,X,,,2017-02-24 01:00:54.645861
220767313,0418300,2015-05-04 11:05:00,,EMPLOYEE'S FOOT IS AMPUTATED AFTER BEING CRUSHED BY A FALLEN,"CRUSHING,FALLING OBJECT,AMPUTATION,STRUCK BY",,,,,,,,,,2017-02-24 01:00:54.645861
220212559,0418100,2012-07-03 08:07:00,,EMPLOYEE IS ELECTROCUTED WHILE REPAIRING A SWITCHGEAR,"ELECTRICAL,ELECTROCUTED,LOCKOUT/TAGOUT,FALL",,,,,,,X,,,2017-02-24 01:00:54.645861
220699813,0950621,2015-01-06 10:01:00,,EMPLOYEE'S THUMB IS CRUSHED WHEN STRUCK BY CONCRETE PANEL.,"STRUCK BY,THUMB,CONCRETE,FRACTURE,CRUSHED,CONCRETE PANEL,CRANE",,,,,,,,,,2017-02-24 01:00:54.645861
220765077,0854910,2015-05-04 01:05:00,,EMPLOYEE FRACTURES BOTH ARMS WHILE CLEANING A CONVEYOR BELT,"ARM,BELT CONVEYOR,FRACTURE",,,,,,,,,,2017-02-24 01:00:54.645861
220697494,0419700,2015-01-01 09:01:00,,EMPLOYEE DIES FROM FALL INTO WELL PIT AFTER EXPOSURE TO GASO,"TOXIC ATMOSPHERE,ASPHYXIATED,CHEMICAL,MACHINE GUARDING,FALL,CONFINED SPACE",,,,,,,X,,,2017-02-24 01:00:54.645861
220915102,0419400,2016-12-17 01:12:00,,EMPLOYEE IS STRUCK AND KILLED WHEN LOAD OF STEEL FALLS FROM ,"STEEL,CRUSHED,FALLING OBJECT,CRANE",,,,,,,X,,,2017-02-24 01:00:54.645861
220904429,0452110,2016-11-06 12:11:00,,EMPLOYEE DIES FROM BLOOD CLOT CAUSED BY FORKLIFT ACCIDENT,"STRUCK BY,INDUSTRIAL TRUCK,BLOOD CLOT",,,,,,,X,,,2017-02-24 01:00:54.645861
220774517,0418800,2015-06-17 10:06:00,,EMPLOYEE COLLAPSES WHILE EMPTYING A GARBAGE DUMPSTER,"DUMPSTER,GARBAGE TRUCK",,,,,,,X,,,2017-02-24 01:00:54.645861
220231955,0625500,2012-07-25 06:07:00,,EMPLOYEE IS KILLED AND FALLS 7 FEET FROM A MOBILE SCAFFOLD.,"ELEVATED WORK PLATFORM,HEAD,SCAFFOLD,FALL",B,1,,G,A,,X,,,2017-02-24 01:00:54.645861
220897045,0454731,2016-10-12 01:10:00,,EMPLOYEE IS KILLED WHEN STRUCK BY TREE LIMB,"STRUCK BY,TREE LIMB,FALLING OBJECT,TREE,TRACTOR",,,,,,,X,,,2017-02-24 01:00:54.645861
220263156,0728500,2012-07-24 03:07:00,,EMPLOYEE DIES DURING A NATIONAL HEAT ADVISORY IN EFFECT,"HEAT,HEAT EXHAUSTION",,,,,,,X,,,2017-02-24 01:00:54.645861
220716021,0854910,2015-02-05 04:02:00,,AN EMPLOYEE WAS INJURED AFTER AN EXPLOSION FROM A JIT CONTAI,"POWDER,EAR,EYE,LACERATION,EXPLOSION",,,,,,,,,,2017-02-24 01:00:54.645861
220201958,0729700,2012-06-14 06:06:00,,EMPLOYEE IS CRUSHED AND KILLED WHEN TRUCK FALLS OFF THE JACK,"TIRE,ROLL-OVER,MOTOR VEHICLE,JACK,CRUSHED,TRUCK,CHEST,WORK SURFACE",,,,,,,X,,,2017-02-24 01:00:54.645861
220465264,0625700,2013-06-14 06:06:00,,"VESSEL RUPTURES AND KILLS EMPLOYEE, INJURES EIGHT OTHERS","STRUCK BY,CHEMICAL,COMPRESSED GAS,PRESSURE PIPING,AIR PRESSURE",,,,,,,X,,,2017-02-24 01:00:54.645861
220170559,0522300,2012-01-27 12:01:00,,EMPLOYEE AMPUTATES FINGER IN BALER,"BALER,FINGER,MACHINE GUARDING,AMPUTATION,LOCKOUT/TAGOUT",,,,,,,,,,2017-02-24 01:00:54.645861
220153555,0522000,2012-02-20 09:02:00,,EMPLOYEE IS INJURED WHEN PINNED BETWEEN FORKLIFT AND THE FLA,"PINNED,CAUGHT BETWEEN,INDUSTRIAL TRUCK,STRUCK BY",,,,,,,,,,2017-02-24 01:00:54.645861
220256358,0626600,2012-08-19 12:08:00,,TWO EMPLOYEES ARE KILLED AND A THIRD SUSTAINS BURNS FROM A F,"ACETYLENE TORCH,COMBUSTIBLE DUST,CONSTRUCTION,FIRE,CUTTING AND BURNING,DEMOLITION,BURN",,1,25,,D,,X,,,2017-02-24 01:00:54.645861
220188767,0626000,2012-04-18 11:04:00,,EMPLOYEE IS STRUCK BY FALLING OBJECT AND IS KILLED,"SUSPENDED LOAD,HEAD,STRUCK BY,FALLING OBJECT",,,,,,,X,,,2017-02-24 01:00:54.645861
220276554,0936300,2012-08-29 10:08:00,,EMPLOYEE DROWNS WHILE MAKING REPAIRS TO CLUBHOUSE,"ASPHYXIATED,DROWNING",,,,,,,X,,,2017-02-24 01:00:54.645861
220235154,0316400,2012-07-31 04:07:00,,EMPLOYEE DIES FROM HYPERTHERMIA DURING TREE CUTTING OPERATIO,"TREE FELLING,HEAT STROKE,HEAT EXHAUSTION",,,,,,,X,,,2017-02-24 01:00:54.645861
220315758,0336000,2012-05-15 12:05:00,,HOSPITAL WORKER IS PINNED AGAINST WALL BY RUNAWAY TRUCK AND ,"PINNED,TRUCK,MOTOR VEHICLE,LEG,BRAKE,TORSO,TREE TRIMMING,STRUCK BY,SLOPE",,,,,,,X,,,2017-02-24 01:00:54.645861
220766679,0521400,2015-05-02 09:05:00,,EMPLOYEE AMPUTATES SEVERAL FINGERS AND SUFFERS MULTIPLE INJU,"CRUSHING,STRUCK BY,THUMB,WRIST,FINGER,ROLL-OVER,AMPUTATION,LACERATION,MATERIAL HANDLING,HAND,FOREARM,FALLING OBJECT",,,,,,,,,,2017-02-24 01:00:54.645861
220917207,0521100,2016-12-20 03:12:00,,TWO EMPLOYEES LOSE CONSCIOUSNESS FROM CARBON MONOXIDE POISON,"POISONING,LADDER,RESIDENTIAL CONSTRUCTION,ELECTRIC GENERATOR,CARBON MONOXIDE",A,1,,B,A,,X,,,2017-02-24 01:00:54.645861
220284954,0523400,2012-04-13 12:04:00,,EMPLOYEE IS NOT INJURED WHEN TROUBLE SHOOTING A THERMOCOUPLE,"REPAIR,FIRE,ELEC CIRC PART--MISC",,,,,,,,,,2017-02-24 01:00:54.645861
220164958,1032100,2012-05-08 09:05:00,,EMPLOYEE IS EJECTED FROM TIPPED CRANE AND FALLS 30 FT ONTO T,"OVERTURN,CRANE,FRACTURE,ROLL-OVER,RIGGING,FALL,SKULL",,,,,,,X,,,2017-02-24 01:00:54.645861
220201156,0419400,2012-06-26 01:06:00,,EMPLOYEE IN HIGHWAY WORK ZONE IS STRUCK AND KILLED BY VEHICL,"STRUCK BY,LOST BALANCE,RUN OVER,HIGHWAY",I,,,,B,,X,,,2017-02-24 01:00:54.645861
220202154,0625700,2012-05-17 12:05:00,,EMPLOYEE KILLED WHILE USING A MEAT BANDSAW,"SHOULDER,BANDSAW,NECK,SLICER",,,,,,,X,,,2017-02-24 01:00:54.645861
220203756,0420600,2012-06-27 05:06:00,,EMPLOYEE IS KILLED WHEN PINNED BETWEEN COMPACTOR AND A FOOT ,"PINNED,DROWN,CAUGHT BETWEEN",,,,,,,X,,,2017-02-24 01:00:54.645861
220203954,0625700,2012-05-17 01:05:00,,EMPLOYEE CRUSHED BY GRATING PANELS IN FALL,"CRUSHED,HEAD,ELEVATED WORK PLATFORM,FALL,DRAGGED",,,,,,,X,,,2017-02-24 01:00:54.645861
220751952,0521700,2015-03-23 11:03:00,,EMPLOYEE CRUSHED BY FORKLIFT,"FALL,IND TRK OPERATOR,LOADING DOCK",,,,,,,X,,,2017-02-24 01:00:54.645861
220752893,0625400,2015-03-26 11:03:00,,EMPLOYEE IS CRUSHED AND KILLED BY A CEMENT BEAM KNOCKED LOOS,"BEAM,CRUSHED,MOTOR VEHICLE,FALLING OBJECT",,,,,,,X,,,2017-02-24 01:00:54.645861
220753487,0950641,2015-03-21 09:03:00,,EMPLOYEE FALLS THROUGH AN UNGUARDED SKYLIGHT.,"SKYLIGHT,UNGUARDED,FALL",,,,,,,X,,,2017-02-24 01:00:54.645861
220753610,1055350,2015-03-25 12:03:00,,EMPLOYEE CRUSHED BY A FALLEN TREE,"TREE,FALLING OBJECT,FALL,CRUSHED,TREE LIMB",,,,,,,X,,,2017-02-24 01:00:54.645861
220758288,0316700,2015-01-29 06:01:00,,"EMPLOYEE TRIPS AND FALLS, STRIKES HEAD AGAINST A STEEL PLATE","TRIPPED,MATERIAL HANDLING,FALL",C,1,40,,A,,X,,,2017-02-24 01:00:54.645861
220758890,0950644,2015-01-05 12:01:00,,EMPLOYEE DIES FROM HEART ATTACK,HEART ATTACK,,1,,,C,,X,,,2017-02-24 01:00:54.645861
220199954,0626300,2012-06-20 09:06:00,,EMPLOYEE IS CRUSHED AND KILLED BY FALLING TREE,"STRUCK BY,CHAIN SAW,TREE FELLING,TREE",A,,,,A,,X,,,2017-02-24 01:00:54.645861
220759708,0627510,2015-02-09 09:02:00,,EMPLOYEE IS FOUND UNRESPONSIVE AND DIED OF NATURAL CAUSES.,,,,,,,,X,,,2017-02-24 01:00:54.645861
